PositionError,OrientationError
0.8360675810004833,2.328566254558607
0.8186669542320052,1.995649698018108
0.47723789438764774,1.2870048083056038
0.6731289823825214,1.998910138884682
0.5614805414746573,1.8889061311761544
0.32819517852766866,1.5930180612367562
0.2024551835809852,1.3259318881907973
0.12521094658841833,1.1030154726863908
0.078162325164036,0.9156519472335859
0.04938729698216003,0.758517556042996
0.0316283732710201,0.627208901441358
0.020531537654763156,0.518061059545383
0.013487270870366514,0.42771052093596557
0.008941916297588594,0.3530783076055479
0.005968057035505212,0.29147282907773026
0.004002176907184818,0.24062385338766468
0.002693152375962924,0.1986491225260429
0.0018170382706971073,0.16399669506839815
0.0012284685515266559,0.13538784981140756
0.0008319348348491531,0.11176827036225356
0.0005641688960015477,0.09226802867644245
0.0003830169879673701,0.07616899795212244
0.00026027225365390434,0.0628782237647144
0.00017699617479062854,0.05190606521597669
0.00012043770496497581,0.04284819338038174
8.199168628318758e-05,0.03537073880841333
5.5839400836788415e-05,0.029198026134148604
3.803975778748282e-05,0.024102441576906383
2.5919700344385126e-05,0.019896061855121577
1.7664136825261383e-05,0.01642373871968562
1.2039403962039144e-05,0.013557386599104637
8.206382444602067e-06,0.011191264581847674
5.593971635914532e-06,0.009238080060364822
3.8132993802894103e-06,0.007625771227012168
2.5994795055755584e-06,0.006294850344060974
1.7720310693225572e-06,0.0051962101791808366
1.207957865327946e-06,0.0042893129475318394
8.234268346835996e-07,0.003540695115507287
5.612924478439609e-07,0.002922733014520405
3.8259845983081266e-07,0.0024126237955894676
2.60787333550624e-07,0.001991544174326216
1.7775378295460655e-07,0.0016439559577750011
1.211547397281951e-07,0.0013570327495083653
8.257555336917042e-08,0.0011201866940521391
5.6279803015052145e-08,0.0009246778048388767
